Line #,Process,Commit Stack,Commit Time (s),Decommit Time (s),Address,Count,Impacting Size (MB),Size (MB)
43201,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",27.223398500,27.223405700,0x00000174AAEF6000,1,0.000,0.004
43291,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",27.317497900,27.317505100,0x0000017485B50000,1,0.000,0.008
43381,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/chaos_common.dll!thread_start<unsigned int (__cdecl*)(void *),1>/chaos_common.dll!std::thread::_Invoke<std::tuple<void (__cdecl*)(void *),Chaos::AssetManager *>,0,1>/chaos_common.dll!Chaos::AssetManager::handleFileLoading/chaos_common.dll!Chaos::AssetManager::loadSingleFile/chaos_common.dll!Chaos::AssetManager::loadSingleAsset/chaos_common.dll!cuckoohash_map<Chaos::FileID,std::pair<Chaos::TypedHandle<Chaos::Asset>,Chaos::SketumInformation>,Chaos::ChaosHash<Chaos::FileID>,std::equal_to<Chaos::FileID>,Chaos::AllocatorWithFixedPool<std::pair<Chaos::FileID const ,std::pair<Chaos::TypedHandle<Chaos::Asset>,Chaos::SketumInformation> >,Chaos::AssetPool>,4>::uprase_fn<Chaos::FileID const &,<lambda_72a48049f3ff011e7cde49127f4b836b>,std::pair<Chaos::TypedHandle<Chaos::Asset>,Chaos::SketumInformation> >/chaos_common.dll!cuckoohash_map<Chaos::FileID,std::pair<Chaos::TypedHandle<Chaos::Asset>,Chaos::SketumInformation>,Chaos::ChaosHash<Chaos::FileID>,std::equal_to<Chaos::FileID>,Chaos::AllocatorWithFixedPool<std::pair<Chaos::FileID const ,std::pair<Chaos::TypedHandle<Chaos::Asset>,Chaos::SketumInformation> >,Chaos::AssetPool>,4>::cuckoo_insert_loop<std::integral_constant<bool,0>,Chaos::FileID const >/chaos_common.dll!cuckoohash_map<Chaos::FileID,std::pair<Chaos::TypedHandle<Chaos::Asset>,Chaos::SketumInformation>,Chaos::ChaosHash<Chaos::FileID>,std::equal_to<Chaos::FileID>,Chaos::AllocatorWithFixedPool<std::pair<Chaos::FileID const ,std::pair<Chaos::TypedHandle<Chaos::Asset>,Chaos::SketumInformation> >,Chaos::AssetPool>,4>::parallel_exec<<lambda_75a044096abf7e9944d1c7f9df360d03> >/chaos_common.dll!_beginthreadex/kernel32.dll!CreateThreadStub/KernelBase.dll!CreateRemoteThreadEx/ntdll.dll!ZwCreateThreadEx/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtCreateThreadEx/ntoskrnl.exe!PspCreateThread/ntoskrnl.exe!PspAllocateThread/ntoskrnl.exe!PspSetupUserStack/ntoskrnl.exe!RtlCreateUserStack/ntoskrnl.exe!KiServiceLinkage/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",27.387235500,27.393992000,0x00000032DD1FC000,1,0.000,0.012
43471,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",27.390893200,27.475901400,0x00000174AA389000,1,0.000,1.016
43561,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",27.478437800,27.478442300,0x00000174C28D0000,1,0.000,0.059
43651,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",27.568582100,27.568589400,0x00000174A9C00000,1,0.000,0.004
43741,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",27.620457900,27.700111300,0x00000174C1762000,1,0.000,1.016
43831,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",27.774934000,27.774938600,0x00000174AA050000,1,0.000,0.039
43921,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberWorkerMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_31050628e041e6c09d3f63ef96b8dc23>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!Chaos::CoroutineScheduler::scheduleCoroutineOnCurrentThread/chaos_client.dll!Chaos::RenderPipeline::renderUI/chaos_client.dll!Chaos::RenderPipeline::renderUINewpipeline/chaos_client.dll!Chaos::UIManager::render/chaos_client.dll!Chaos::UIManager::render/chaos_client.dll!Chaos::CoherentManager::coherentPaint/chaos_client.dll!Chaos::CoherentContext::coherentPaint/chaos_client.dll!Chaos::CoherentMovie::render/cohtml.WindowsDesktop.dll!<PDB not found>/cohtml.WindowsDesktop.dll!<PDB not found>/cohtml.WindowsDesktop.dll!<PDB not found>/cohtml.WindowsDesktop.dll!<PDB not found>/RenoirCore.WindowsDesktop.dll!<PDB not found>/RenoirCore.WindowsDesktop.dll!<PDB not found>/RenoirCore.WindowsDesktop.dll!<PDB not found>/RenoirCore.WindowsDesktop.dll!<PDB not found>/cohtml.WindowsDesktop.dll!<PDB not found>/cohtml.WindowsDesktop.dll!<PDB not found>/chaos_client.dll!Chaos::CoherentWindowsMemoryAllocator::Allocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",27.867571300,"9,223,372,036.854775807",0x00000173BDB98000,1,0.012,0.012
44011,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberWorkerMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_31050628e041e6c09d3f63ef96b8dc23>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!Chaos::CoroutineScheduler::scheduleCoroutineOnCurrentThread/chaos_client.dll!Chaos::ClientTickManager::tickLogic/chaos_client.dll!Chaos::ClientLuaManager::tick/chaos_common.dll!Chaos::LuaScriptContext::tick/chaos_common.dll!Chaos::LuaScrpitDelegateInfo::tick/chaos_common.dll!Chaos::LuaFunctionDelegate::invokeWithoutReturn<Chaos::LuaClassInstance &,float const &>/chaos_common.dll!Chaos::LuaFunctionDelegate::callLuaFunction/Luau.VM.dll!<PDB not found>/Luau.VM.dll!<PDB not found>/Luau.VM.dll!<PDB not found>/Luau.VM.dll!<PDB not found>/Luau.VM.dll!<PDB not found>/Luau.VM.dll!<PDB not found>/Luau.VM.dll!<PDB not found>/Luau.VM.dll!<PDB not found>/Luau.VM.dll!<PDB not found>/Luau.VM.dll!<PDB not found>/Luau.VM.dll!<PDB not found>/Luau.VM.dll!<PDB not found>/Luau.VM.dll!<PDB not found>/chaos_common.dll!Chaos::LuaStateAllocator/chaos_common.dll!Chaos::MemoryPool::Allocate<Chaos::LuaPool>/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",27.996128500,"9,223,372,036.854775807",0x00000173F738B000,1,0.262,0.262
44101,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.051093800,28.051098600,0x00000174ABC30000,1,0.000,0.027
44191,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.139961500,28.310658900,0x000001742521B000,1,0.000,1.016
44281,,[Root]/ntdll.dll!LdrInitializeThunk/ntdll.dll!LdrpInitializeInternal/ntdll.dll!_LdrpInitialize/ntdll.dll!LdrpInitializeThread/ntdll.dll!LdrpAllocateTls/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntoskrnl.exe!KiPageFault/ntoskrnl.exe!MmAccessFault/ntoskrnl.exe!MiUserFault/ntoskrnl.exe!MiCheckForUserStackOverflow/ntoskrnl.exe!KiServiceLinkage/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,28.215999400,28.220629200,0x00000032DC9FB000,1,0.000,0.004
44371,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.248098100,28.324878100,0x000001744CEEB000,1,0.000,1.016
44461,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.335877200,28.345717100,0x00000174876A2000,1,0.000,1.016
44551,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.345198900,28.345202800,0x00000174C5F40000,1,0.000,0.020
